study,subject,session,phase,condition,file,file_name,character_index,inferred_target_code,inferred_target_label,target_flash_count,majority_count,majority_agreement,segmentation
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test05.edf,D_06_SE001_Dyn_Test05.edf,1,5,E,43,12,0.27906976744186046,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test06.edf,D_06_SE001_Dyn_Test06.edf,1,31,4,61,15,0.2459016393442623,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test01.edf,D_06_SE001_DynBigram_Test01.edf,1,12,L,42,12,0.2857142857142857,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test02.edf,D_06_SE001_DynBigram_Test02.edf,1,7,G,58,21,0.3620689655172414,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test03.edf,D_06_SE001_DynBigram_Test03.edf,1,4,D,32,7,0.21875,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test04.edf,D_06_SE001_DynBigram_Test04.edf,1,15,O,40,12,0.3,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test05.edf,D_06_SE001_DynBigram_Test05.edf,1,20,T,61,26,0.4262295081967213,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test06.edf,D_06_SE001_DynBigram_Test06.edf,1,30,3,46,16,0.34782608695652173,adaptive_currenttarget_distribution
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,1,12,L,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,2,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,3,11,K,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,4,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,5,12,L,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,6,25,Y,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,1,19,S,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,2,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,3,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,4,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,5,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,6,19,S,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,1,12,L,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,2,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,3,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,4,7,G,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,5,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,6,8,H,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,1,21,U,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,2,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,3,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,4,17,Q,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,5,21,U,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,1,12,L,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,2,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,3,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,4,22,V,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,5,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,6,19,S,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,1,33,6,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,2,34,7,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,3,28,1,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,4,35,8,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,5,37,0,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,6,35,8,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test01.edf,D_07_SE001_Dyn_Test01.edf,1,18,R,61,17,0.2786885245901639,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test02.edf,D_07_SE001_Dyn_Test02.edf,1,9,I,77,18,0.23376623376623376,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test03.edf,D_07_SE001_Dyn_Test03.edf,1,18,R,53,11,0.20754716981132076,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test04.edf,D_07_SE001_Dyn_Test04.edf,1,9,I,44,9,0.20454545454545456,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test05.edf,D_07_SE001_Dyn_Test05.edf,1,16,P,58,18,0.3103448275862069,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test06.edf,D_07_SE001_Dyn_Test06.edf,1,35,8,73,22,0.3013698630136986,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test02.edf,D_07_SE001_DynBigram_Test02.edf,1,6,F,58,14,0.2413793103448276,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test03.edf,D_07_SE001_DynBigram_Test03.edf,1,9,I,58,14,0.2413793103448276,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test04.edf,D_07_SE001_DynBigram_Test04.edf,1,7,G,64,19,0.296875,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test05.edf,D_07_SE001_DynBigram_Test05.edf,1,25,Y,62,21,0.3387096774193548,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test06.edf,D_07_SE001_DynBigram_Test06.edf,1,5,E,52,24,0.46153846153846156,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test07.edf,D_07_SE001_DynBigram_Test07.edf,1,31,4,66,26,0.3939393939393939,adaptive_currenttarget_distribution
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,1,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,2,15,O,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,3,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,4,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,5,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train02.edf,D_07_SE001_RC_Train02.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,1,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,2,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,3,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,4,21,U,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,5,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train03.edf,D_07_SE001_RC_Train03.edf,6,12,L,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,1,15,O,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,2,2,B,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,3,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,4,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,5,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train04.edf,D_07_SE001_RC_Train04.edf,6,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,1,4,D,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,2,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,3,7,G,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,4,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,5,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train05.edf,D_07_SE001_RC_Train05.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train06.edf,D_07_SE001_RC_Train06.edf,1,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train06.edf,D_07_SE001_RC_Train06.edf,2,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_07,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Train/RC/D_07_SE001_RC_Train06.edf,D_07_SE001_RC_Train06.edf,3,20,T,20,20,1.0,fixed_blocks_20_target_flashes
