study,subject,session,phase,condition,file,label,row,col,target_code
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Z,4,2,26
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Sp,4,3,27
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,1,4,4,28
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,2,4,5,29
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,3,4,6,30
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,4,4,7,31
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,5,4,8,32
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,6,5,1,33
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,7,5,2,34
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,8,5,3,35
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,9,5,4,36
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,0,5,5,37
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Prd,5,6,38
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Ret,5,7,39
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Bs,5,8,40
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,?,6,1,41
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,",",6,2,42
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,;,6,3,43
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,\,6,4,44
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,/,6,5,45
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,+,6,6,46
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,-,6,7,47
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Alt,6,8,48
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Ctrl,7,1,49
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,=,7,2,50
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Del,7,3,51
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Home,7,4,52
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,UpAw,7,5,53
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,End,7,6,54
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,PgUp,7,7,55
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Shft,7,8,56
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Save,8,1,57
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,',8,2,58
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,F2,8,3,59
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,LfAw,8,4,60
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,DnAw,8,5,61
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,RtAw,8,6,62
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,PgDn,8,7,63
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Pause,8,8,64
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Caps,9,1,65
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,F5,9,2,66
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Tab,9,3,67
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,EC,9,4,68
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Esc,9,5,69
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,email,9,6,70
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,!,9,7,71
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test03.edf,Sleep,9,8,72
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,A,1,1,1
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,B,1,2,2
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,C,1,3,3
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,D,1,4,4
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,E,1,5,5
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,F,1,6,6
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,G,1,7,7
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,H,1,8,8
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,I,2,1,9
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,J,2,2,10
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,K,2,3,11
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,L,2,4,12
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,M,2,5,13
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,N,2,6,14
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,O,2,7,15
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,P,2,8,16
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Q,3,1,17
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,R,3,2,18
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,S,3,3,19
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,T,3,4,20
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,U,3,5,21
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,V,3,6,22
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,W,3,7,23
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,X,3,8,24
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Y,4,1,25
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Z,4,2,26
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Sp,4,3,27
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,1,4,4,28
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,2,4,5,29
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,3,4,6,30
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,4,4,7,31
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,5,4,8,32
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,6,5,1,33
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,7,5,2,34
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,8,5,3,35
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,9,5,4,36
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,0,5,5,37
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Prd,5,6,38
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Ret,5,7,39
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Bs,5,8,40
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,?,6,1,41
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,",",6,2,42
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,;,6,3,43
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,\,6,4,44
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,/,6,5,45
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,+,6,6,46
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,-,6,7,47
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Alt,6,8,48
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Ctrl,7,1,49
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,=,7,2,50
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Del,7,3,51
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Home,7,4,52
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,UpAw,7,5,53
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,End,7,6,54
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,PgUp,7,7,55
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Shft,7,8,56
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,Save,8,1,57
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test04.edf,',8,2,58
