study,subject,session,phase,condition,file,relative_path,file_name,sfreq_hz,duration_sec,channel_count,eeg_channel_count,aux_channel_count,grid_rows,grid_cols,grid_cell_count,missing_grid_cells,event_count,target_flash_count,non_target_flash_count,target_fraction,unique_stimulus_codes,min_stimulus_code,max_stimulus_code,inferred_character_count,is_adaptive_condition,missing_event_channels
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test05.edf,D_04_SE001_Dyn_Test05.edf,256.0,66.75,114,32,82,9,8,72,0,302,36,266,0.11920529801324503,17,1,17,1,True,
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test06.edf,D_04_SE001_Dyn_Test06.edf,256.0,73.0,114,32,82,9,8,72,0,352,44,308,0.125,17,1,17,1,True,
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test07.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test07.edf,D_04_SE001_Dyn_Test07.edf,256.0,75.75,114,32,82,9,8,72,0,374,43,331,0.11497326203208556,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test01.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test01.edf,D_04_SE001_DynBigram_Test01.edf,256.0,52.875,114,32,82,9,8,72,0,191,21,170,0.1099476439790576,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test02.edf,D_04_SE001_DynBigram_Test02.edf,256.0,70.125,114,32,82,9,8,72,0,329,41,288,0.12462006079027356,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test03.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test03.edf,D_04_SE001_DynBigram_Test03.edf,256.0,55.25,114,32,82,9,8,72,0,210,26,184,0.12380952380952381,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test04.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test04.edf,D_04_SE001_DynBigram_Test04.edf,256.0,65.125,114,32,82,9,8,72,0,289,35,254,0.12110726643598616,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test05.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test05.edf,D_04_SE001_DynBigram_Test05.edf,256.0,64.625,114,32,82,9,8,72,0,285,31,254,0.10877192982456141,17,1,17,1,True,
StudyD,D_04,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test06.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/DynBigram/D_04_SE001_DynBigram_Test06.edf,D_04_SE001_DynBigram_Test06.edf,256.0,79.75,114,32,82,9,8,72,0,406,48,358,0.11822660098522167,17,1,17,1,True,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train01.edf,D_04_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train02.edf,D_04_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train03.edf,D_04_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train04.edf,D_04_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train05.edf,D_04_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_04/SE001/Train/RC/D_04_SE001_RC_Train06.edf,D_04_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test01.edf,D_05_SE001_Dyn_Test01.edf,256.0,73.375,114,32,82,9,8,72,0,355,42,313,0.11830985915492957,17,1,17,1,True,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test02.edf,D_05_SE001_Dyn_Test02.edf,256.0,70.75,114,32,82,9,8,72,0,334,38,296,0.11377245508982035,17,1,17,1,True,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test03.edf,D_05_SE001_Dyn_Test03.edf,256.0,65.75,114,32,82,9,8,72,0,294,35,259,0.11904761904761904,17,1,17,1,True,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test04.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test04.edf,D_05_SE001_Dyn_Test04.edf,256.0,77.375,114,32,82,9,8,72,0,387,48,339,0.12403100775193798,17,1,17,1,True,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test05.edf,D_05_SE001_Dyn_Test05.edf,256.0,72.25,114,32,82,9,8,72,0,346,42,304,0.12138728323699421,17,1,17,1,True,
StudyD,D_05,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/Dyn/D_05_SE001_Dyn_Test06.edf,D_05_SE001_Dyn_Test06.edf,256.0,65.375,114,32,82,9,8,72,0,291,34,257,0.11683848797250859,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test02.edf,D_05_SE001_DynBigram_Test02.edf,256.0,67.5,114,32,82,9,8,72,0,308,40,268,0.12987012987012986,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test03.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test03.edf,D_05_SE001_DynBigram_Test03.edf,256.0,54.75,114,32,82,9,8,72,0,206,25,181,0.12135922330097088,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test04.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test04.edf,D_05_SE001_DynBigram_Test04.edf,256.0,56.125,114,32,82,9,8,72,0,217,25,192,0.1152073732718894,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test05.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test05.edf,D_05_SE001_DynBigram_Test05.edf,256.0,67.125,114,32,82,9,8,72,0,305,36,269,0.1180327868852459,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test06.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test06.edf,D_05_SE001_DynBigram_Test06.edf,256.0,66.625,114,32,82,9,8,72,0,301,35,266,0.11627906976744186,17,1,17,1,True,
StudyD,D_05,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test07.edf,bigP3BCI-data/StudyD/D_05/SE001/Test/DynBigram/D_05_SE001_DynBigram_Test07.edf,D_05_SE001_DynBigram_Test07.edf,256.0,67.0,114,32,82,9,8,72,0,304,35,269,0.11513157894736842,17,1,17,1,True,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train01.edf,D_05_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train02.edf,D_05_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train03.edf,D_05_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train04.edf,D_05_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train05.edf,D_05_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_05,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_05/SE001/Train/RC/D_05_SE001_RC_Train06.edf,D_05_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test01.edf,D_06_SE001_Dyn_Test01.edf,256.0,80.625,114,32,82,9,8,72,0,413,48,365,0.1162227602905569,17,1,17,1,True,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test02.edf,D_06_SE001_Dyn_Test02.edf,256.0,75.75,114,32,82,9,8,72,0,374,45,329,0.12032085561497326,17,1,17,1,True,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test03.edf,D_06_SE001_Dyn_Test03.edf,256.0,81.875,114,32,82,9,8,72,0,423,51,372,0.12056737588652482,17,1,17,1,True,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test04.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test04.edf,D_06_SE001_Dyn_Test04.edf,256.0,83.75,114,32,82,9,8,72,0,438,50,388,0.1141552511415525,17,1,17,1,True,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test05.edf,D_06_SE001_Dyn_Test05.edf,256.0,73.625,114,32,82,9,8,72,0,357,43,314,0.12044817927170869,17,1,17,1,True,
StudyD,D_06,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/Dyn/D_06_SE001_Dyn_Test06.edf,D_06_SE001_Dyn_Test06.edf,256.0,93.25,114,32,82,9,8,72,0,514,61,453,0.11867704280155641,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test01.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test01.edf,D_06_SE001_DynBigram_Test01.edf,256.0,74.375,114,32,82,9,8,72,0,363,42,321,0.11570247933884298,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test02.edf,D_06_SE001_DynBigram_Test02.edf,256.0,91.25,114,32,82,9,8,72,0,498,58,440,0.11646586345381527,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test03.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test03.edf,D_06_SE001_DynBigram_Test03.edf,256.0,62.625,114,32,82,9,8,72,0,269,32,237,0.11895910780669144,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test04.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test04.edf,D_06_SE001_DynBigram_Test04.edf,256.0,71.0,114,32,82,9,8,72,0,336,40,296,0.11904761904761904,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test05.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test05.edf,D_06_SE001_DynBigram_Test05.edf,256.0,94.875,114,32,82,9,8,72,0,527,61,466,0.1157495256166983,17,1,17,1,True,
StudyD,D_06,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test06.edf,bigP3BCI-data/StudyD/D_06/SE001/Test/DynBigram/D_06_SE001_DynBigram_Test06.edf,D_06_SE001_DynBigram_Test06.edf,256.0,78.875,114,32,82,9,8,72,0,399,46,353,0.11528822055137844,17,1,17,1,True,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train01.edf,D_06_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train02.edf,D_06_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train03.edf,D_06_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train04.edf,D_06_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train05.edf,D_06_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_06,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_06/SE001/Train/RC/D_06_SE001_RC_Train06.edf,D_06_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test01.edf,D_07_SE001_Dyn_Test01.edf,256.0,97.0,114,32,82,9,8,72,0,544,61,483,0.11213235294117647,17,1,17,1,True,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test02.edf,D_07_SE001_Dyn_Test02.edf,256.0,112.0,114,32,82,9,8,72,0,664,77,587,0.11596385542168675,17,1,17,1,True,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test03.edf,D_07_SE001_Dyn_Test03.edf,256.0,82.0,114,32,82,9,8,72,0,424,53,371,0.125,17,1,17,1,True,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test04.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test04.edf,D_07_SE001_Dyn_Test04.edf,256.0,79.625,114,32,82,9,8,72,0,405,44,361,0.10864197530864197,17,1,17,1,True,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test05.edf,D_07_SE001_Dyn_Test05.edf,256.0,90.75,114,32,82,9,8,72,0,494,58,436,0.11740890688259109,17,1,17,1,True,
StudyD,D_07,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/Dyn/D_07_SE001_Dyn_Test06.edf,D_07_SE001_Dyn_Test06.edf,256.0,105.125,114,32,82,9,8,72,0,609,73,536,0.11986863711001643,17,1,17,1,True,
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test02.edf,D_07_SE001_DynBigram_Test02.edf,256.0,90.625,114,32,82,9,8,72,0,493,58,435,0.11764705882352941,17,1,17,1,True,
