study,subject,session,phase,condition,file,file_name,stimulus_code,count,fraction
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,481,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,482,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,483,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,484,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,485,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,486,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,487,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,488,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,489,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,490,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,491,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,492,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,493,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,494,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,495,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,496,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,497,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,498,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,499,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,500,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,501,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,502,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,503,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,504,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,505,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,506,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,507,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,508,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,509,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,510,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,511,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,512,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,513,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,514,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,515,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,516,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,517,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,518,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,519,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,520,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,521,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,522,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,523,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,524,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,525,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,526,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,527,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,528,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,529,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,530,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,531,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,532,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,533,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,534,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,535,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,536,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,537,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,538,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,539,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,540,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,541,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,542,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,543,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,544,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,545,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,546,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,547,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,548,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,549,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,550,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,551,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,552,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,553,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,554,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,555,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,556,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,557,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,558,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,559,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,560,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,561,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,562,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,563,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,564,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,565,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,566,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,567,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,568,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,569,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,570,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,571,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,572,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,573,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,574,1,0.001388888888888889
StudyE,E_01,SE001,Train,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Train/CB/E_01_SE001_CB_Train04.edf,E_01_SE001_CB_Train04.edf,575,1,0.001388888888888889
