study,subject,session,phase,condition,file,file_name,flag_type,detail
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test03.edf,D_07_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.1%.
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test04.edf,D_07_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.7%.
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test05.edf,D_07_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.9%.
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test06.edf,D_07_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 46.2%.
StudyD,D_07,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_07/SE001/Test/DynBigram/D_07_SE001_DynBigram_Test07.edf,D_07_SE001_DynBigram_Test07.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 39.4%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test02.edf,D_08_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.0%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test03.edf,D_08_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.2%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test04.edf,D_08_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.3%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test05.edf,D_08_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.0%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test06.edf,D_08_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.5%.
StudyD,D_08,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/Dyn/D_08_SE001_Dyn_Test07.edf,D_08_SE001_Dyn_Test07.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 43.3%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test01.edf,D_08_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.8%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test02.edf,D_08_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.7%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test03.edf,D_08_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 31.4%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test04.edf,D_08_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 52.4%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test05.edf,D_08_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 37.7%.
StudyD,D_08,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_08/SE001/Test/DynBigram/D_08_SE001_DynBigram_Test06.edf,D_08_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 39.1%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test01.edf,D_09_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.0%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test02.edf,D_09_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 41.0%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test03.edf,D_09_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 51.5%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test04.edf,D_09_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 28.6%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test05.edf,D_09_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 28.1%.
StudyD,D_09,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/Dyn/D_09_SE001_Dyn_Test06.edf,D_09_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.9%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test01.edf,D_09_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.7%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test02.edf,D_09_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.0%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test03.edf,D_09_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 46.7%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test04.edf,D_09_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.0%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test05.edf,D_09_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 54.2%.
StudyD,D_09,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_09/SE001/Test/DynBigram/D_09_SE001_DynBigram_Test06.edf,D_09_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test01.edf,D_10_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 32.3%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test02.edf,D_10_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 22.7%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test03.edf,D_10_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test04.edf,D_10_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 22.2%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test05.edf,D_10_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.2%.
StudyD,D_10,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/Dyn/D_10_SE001_Dyn_Test06.edf,D_10_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.5%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test01.edf,D_10_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.8%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test02.edf,D_10_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 38.5%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test03.edf,D_10_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.3%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test04.edf,D_10_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 50.0%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test05.edf,D_10_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_10,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_10/SE001/Test/DynBigram/D_10_SE001_DynBigram_Test07.edf,D_10_SE001_DynBigram_Test07.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.7%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test01.edf,D_11_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 21.7%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test02.edf,D_11_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 20.6%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test03.edf,D_11_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.3%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test04.edf,D_11_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 34.8%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test05.edf,D_11_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 20.6%.
StudyD,D_11,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/Dyn/D_11_SE001_Dyn_Test06.edf,D_11_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 38.6%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test01.edf,D_11_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.8%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test02.edf,D_11_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.1%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test03.edf,D_11_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.9%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test04.edf,D_11_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.4%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test05.edf,D_11_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 28.7%.
StudyD,D_11,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_11/SE001/Test/DynBigram/D_11_SE001_DynBigram_Test06.edf,D_11_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.1%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test01.edf,D_12_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.8%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test02.edf,D_12_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.9%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test03.edf,D_12_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.4%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test04.edf,D_12_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.3%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test05.edf,D_12_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 40.0%.
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test06.edf,D_12_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 43.5%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test01.edf,D_12_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 22.7%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test02.edf,D_12_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.3%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test03.edf,D_12_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.3%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test04.edf,D_12_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test05.edf,D_12_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.8%.
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test06.edf,D_12_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.8%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test01.edf,D_13_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test02.edf,D_13_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 34.2%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test03.edf,D_13_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 38.7%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test04.edf,D_13_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 50.0%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test05.edf,D_13_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.8%.
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test06.edf,D_13_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 37.6%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test01.edf,D_13_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 21.6%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test02.edf,D_13_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.8%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test03.edf,D_13_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 29.6%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test04.edf,D_13_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.4%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test05.edf,D_13_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 21.0%.
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test06.edf,D_13_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.6%.
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test01.edf,D_14_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 22.9%.
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test02.edf,D_14_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.0%.
